Ten_Xa,Mua_nam_TB_mm,Mua_1980_mm,Mua_1981_mm,Mua_1982_mm,Mua_1983_mm,Mua_1984_mm,Mua_1985_mm,Mua_1986_mm,Mua_1987_mm,Mua_1988_mm,Mua_1989_mm,Mua_1990_mm,Mua_1991_mm,Mua_1992_mm,Mua_1993_mm,Mua_1994_mm,Mua_1995_mm,Mua_1996_mm,Mua_1997_mm,Mua_1998_mm,Mua_1999_mm,Mua_2000_mm,Mua_2001_mm,Mua_2002_mm,Mua_2003_mm,Mua_2004_mm,Mua_2005_mm,Mua_2006_mm,Mua_2007_mm,Mua_2008_mm,Mua_2009_mm,Mua_2010_mm,Mua_2011_mm,Mua_2012_mm,Mua_2013_mm,Mua_2014_mm,Mua_2015_mm,Mua_2016_mm,Mua_2017_mm,Mua_2018_mm,Mua_2019_mm,Mua_2020_mm,Mua_2021_mm,Mua_2022_mm,Mua_2023_mm,Mua_kiet_TB_mm,Mua_kiet_1980_1981_mm,Mua_kiet_1981_1982_mm,Mua_kiet_1982_1983_mm,Mua_kiet_1983_1984_mm,Mua_kiet_1984_1985_mm,Mua_kiet_1985_1986_mm,Mua_kiet_1986_1987_mm,Mua_kiet_1987_1988_mm,Mua_kiet_1988_1989_mm,Mua_kiet_1989_1990_mm,Mua_kiet_1990_1991_mm,Mua_kiet_1991_1992_mm,Mua_kiet_1992_1993_mm,Mua_kiet_1993_1994_mm,Mua_kiet_1994_1995_mm,Mua_kiet_1995_1996_mm,Mua_kiet_1996_1997_mm,Mua_kiet_1997_1998_mm,Mua_kiet_1998_1999_mm,Mua_kiet_1999_2000_mm,Mua_kiet_2000_2001_mm,Mua_kiet_2001_2002_mm,Mua_kiet_2002_2003_mm,Mua_kiet_2003_2004_mm,Mua_kiet_2004_2005_mm,Mua_kiet_2005_2006_mm,Mua_kiet_2006_2007_mm,Mua_kiet_2007_2008_mm,Mua_kiet_2008_2009_mm,Mua_kiet_2009_2010_mm,Mua_kiet_2010_2011_mm,Mua_kiet_2011_2012_mm,Mua_kiet_2012_2013_mm,Mua_kiet_2013_2014_mm,Mua_kiet_2014_2015_mm,Mua_kiet_2015_2016_mm,Mua_kiet_2016_2017_mm,Mua_kiet_2017_2018_mm,Mua_kiet_2018_2019_mm,Mua_kiet_2019_2020_mm,Mua_kiet_2020_2021_mm,Mua_kiet_2021_2022_mm,Mua_kiet_2022_2023_mm
Xã Minh Tâm,1976.3011,2295.0127,2585.2036,2203.919,2127.124,2010.3103,2313.047,2431.9956,1846.7284,1884.6039,1768.3339,2203.6362,1917.7675,1622.9246,2031.3364,2349.7659,1976.3602,2120.7893,2183.6758,1693.7437,1817.4244,1788.1536,1709.7876,2049.3037,1609.292,1527.2141,1926.2839,1875.854,1963.1178,2219.9365,1465.8121,2127.7595,1555.6515,2446.0273,1783.2147,2197.2256,1992.3826,1461.9855,2263.2463,2046.7197,2155.2969,2005.9253,1885.1047,1825.8151,1692.4376,479.31458,731.32794,487.32062,507.3715,435.61313,509.10324,598.46576,344.00912,452.96802,409.32895,700.35376,499.75433,411.34366,408.16937,352.64102,426.8983,505.3816,707.0949,354.11084,426.13538,447.45056,362.78873,326.29596,437.92877,301.84036,457.55017,370.57593,565.6744,460.40347,469.91238,374.35944,528.2456,421.40698,645.9371,601.7401,433.8272,443.3499,662.7467,455.7042,529.0194,641.1999,512.76294,525.5107,366.9042
Xã Thư Trì,1861.8813,2376.2,2020.6813,2228.7866,1917.0704,1962.3431,2260.6191,1640.42,1595.5287,1594.6746,2052.4346,2272.2634,1319.9146,1591.2794,1579.5625,2533.6733,1565.394,1959.8014,1867.6428,1679.589,1697.4393,1493.8951,2173.727,1611.0524,1824.8052,1459.0155,1946.8376,1576.8055,1401.106,1760.7139,1717.9089,1681.0363,1863.6676,2299.9856,1936.3102,1868.1913,1899.1699,2012.0162,2156.4634,2081.7717,1370.3096,1830.8932,2171.1047,2587.3726,1483.316,371.6217,429.65363,346.53943,557.92334,285.58286,510.23984,368.2438,268.5196,386.23132,272.1316,361.29218,369.7875,393.38235,314.43506,331.17294,333.25955,380.45233,518.226,347.33234,253.79805,371.46237,285.7134,296.06012,372.8523,240.75676,258.98257,508.05902,356.1762,336.78088,618.77563,320.73483,296.41962,315.9812,318.01553,416.86902,324.04672,635.41876,376.44827,378.07938,391.42697,366.6579,413.19003,413.93985,338.68262
Xã Kiến Thụy,1917.9432,2493.7898,2180.226,2197.2993,1577.5399,2085.0173,1910.8468,2118.08,1944.2537,1806.9016,1795.9927,2014.3428,1217.2625,2116.463,1714.1804,2520.2656,2041.3136,1921.7653,2129.661,1961.2157,1685.5338,1524.2421,2013.358,1799.8414,1603.6898,1574.5509,1731.2739,1617.5111,1482.5068,1792.2739,1607.8164,2004.8871,1942.3591,2434.1904,2274.2607,1637.4873,1816.0531,2150.929,2325.666,2352.5886,1655.741,1918.3145,1939.6505,2313.7183,1444.6381,374.26254,431.38092,405.4449,588.73737,360.99622,682.24457,390.74942,275.3111,393.8038,308.48572,492.45712,339.2541,392.24725,260.22183,356.15378,372.4529,351.01834,511.32852,281.73083,293.1822,340.5717,347.80286,260.41757,404.903,236.03392,202.35753,493.86084,330.519,318.16867,428.2907,346.7846,328.75034,372.59097,423.97137,439.81873,316.71442,477.62042,324.209,325.41034,442.28882,365.9301,407.18808,387.12836,284.7576
Xã Vạn Xuân,1953.6505,2871.3364,2428.0076,2290.9363,2088.917,1894.2125,2232.3984,2291.6262,2008.5933,1758.0575,1969.7477,2018.5674,1664.8165,1754.7854,1690.1853,2429.2278,1767.9448,2315.3196,2014.9169,1330.9231,1628.7014,1603.9224,2132.8853,1778.2576,1452.4863,1724.2867,1663.5089,1714.8337,1587.683,2048.8906,1529.1975,1855.2034,2082.4639,1813.7164,2195.5168,1909.7598,1881.2018,1855.0532,2359.1804,2406.105,1757.2382,2112.9963,1983.2189,2256.0164,1807.7924,456.88083,528.51953,548.9673,616.4225,421.05533,607.4046,634.0802,405.8929,469.50974,443.15466,542.677,427.8309,376.8317,382.2933,357.56863,393.1702,448.2777,751.9348,287.98346,303.5642,514.5709,425.07095,270.8784,506.72714,429.95172,387.52264,397.7572,441.67145,380.43503,503.36096,340.1955,533.9218,426.45364,408.5766,427.9135,431.9029,568.8371,542.31055,452.75665,510.49023,550.2379,425.3052,552.8106,269.07675
Xã Chiềng Hoa,2127.2559,2356.2048,2850.6616,2429.9844,2502.0242,2113.836,2423.346,2074.2666,1944.5697,1787.1158,2333.9104,2278.6165,2322.9312,2344.7585,1939.9717,2986.2188,2253.7236,2484.2341,2159.236,1821.8411,1793.0846,1846.7751,1998.017,2379.35,1847.1759,2013.8715,1906.5674,1888.818,1682.836,2390.58,1754.8285,1790.4778,1779.7898,2207.0403,2350.998,2057.45,2131.323,2046.1691,2303.0933,2515.3762,1883.3579,1854.8564,1710.9536,2309.7727,1749.241,363.7349,365.91812,394.48758,710.8575,450.8684,471.3236,460.0771,254.38385,381.75708,407.63553,505.85168,334.5538,373.52554,369.8788,311.1618,294.64914,417.1083,446.0682,207.36948,283.89938,350.3069,316.8841,248.5877,489.21463,452.86786,328.51926,274.77997,226.22113,393.36145,241.5307,285.06683,392.03125,227.02208,350.9491,308.79205,379.95023,475.9825,470.2179,422.70575,247.01695,425.8082,267.7418,460.1206,163.54564
Xã Hương Cần,2042.984,2393.7864,2496.6667,2140.8237,2148.065,2122.3936,2374.4722,2169.5664,2087.472,1881.4414,2149.1484,2257.2886,1523.285,1804.269,1897.5925,2547.2014,1782.216,2495.0122,2120.7036,1477.2781,1849.3838,1780.851,2398.8127,1762.5848,1800.6405,1896.2771,2051.645,1744.6222,1815.3938,2071.775,1603.596,1960.9901,2102.7104,2084.7905,2183.4539,1744.5875,1813.7148,1750.6309,2419.4453,2657.0579,1936.1642,2303.6333,2110.9243,2312.7249,1866.2191,387.5265,456.06302,416.57867,522.15686,312.069,485.3591,435.89465,376.00952,364.2786,346.89188,489.38342,419.51035,363.325,338.0897,339.04044,322.20956,365.74503,746.7681,197.16583,363.94186,522.7904,334.968,245.60875,416.74332,370.00943,297.81067,334.61603,347.84576,338.20618,373.2109,284.42096,454.66528,351.46802,374.7546,412.35626,317.04367,419.9151,455.57162,396.7526,395.87524,486.7355,352.7536,482.77548,236.26012
Phường An Phong,1870.7153,2418.2334,2093.9583,2068.3354,1550.6772,2050.2014,1799.3221,2243.6616,1835.4834,1779.7556,1717.086,1987.2917,1270.6667,2000.1924,1793.6316,2405.1914,1959.586,1811.3522,1995.5507,1956.113,1632.1261,1642.1968,1971.7446,1839.419,1683.4711,1508.9559,1688.4984,1620.7737,1491.6564,1808.5106,1522.8962,1956.8428,1875.9731,2368.6458,2243.203,1535.0269,1834.4252,2071.0347,2195.9585,2219.1643,1652.4839,1814.5369,1800.9565,2129.4055,1467.279,377.5138,440.79626,412.63373,539.5816,367.82037,661.6835,386.66095,295.87302,395.73904,325.13504,515.95135,347.18152,383.14438,285.5363,368.32843,375.9922,358.95078,479.70917,289.4308,303.31116,367.99677,360.70996,266.3386,427.51645,242.87888,204.9262,497.0135,337.72684,331.33618,443.81723,330.0909,340.80075,353.04782,402.3711,424.36374,318.7511,464.49908,337.96753,310.31567,463.66,382.12003,395.3664,395.26746,300.75153
Phường Ngọc Hà,1886.9952,2275.8638,2069.2314,1931.1929,1931.98,2177.0947,1963.2952,2442.2932,1849.8928,1458.4202,2094.7087,1741.3453,1806.5414,1592.5259,1693.2333,2720.3472,1587.577,1698.4425,2230.1267,1534.584,1659.7279,1574.1443,2360.9863,1556.8519,1619.2366,1492.435,1702.2693,1458.3046,1638.8582,2583.1846,1737.6552,1740.0116,1817.3402,1940.03,2174.3442,1988.6061,1696.33,1881.3828,2008.0312,2137.8677,1622.0829,1916.4358,2092.899,2248.2405,1581.8296,396.22543,401.09064,407.99985,468.26923,366.97778,938.6746,503.12518,319.1166,419.295,347.31555,552.3908,409.20984,409.52466,365.656,335.5491,344.0085,419.72235,577.70245,255.9011,242.03825,510.77484,370.11282,245.1747,375.2025,300.263,242.46732,335.1928,377.4616,302.61676,526.88934,270.0179,365.12936,289.1418,373.13068,488.9941,294.08075,403.1398,387.7542,369.5696,486.7445,558.4302,421.22742,404.6669,255.94258
Phường Bỉm Sơn,1863.8107,2287.7136,2215.3196,2239.42,1761.4391,1862.8744,2638.9827,2035.862,1647.0116,1535.2799,2192.5955,1884.5421,1283.0845,1674.8594,1609.3958,2813.7864,1882.591,2294.7217,1939.0868,1413.5575,1670.8009,1873.774,1871.1691,1498.3799,1468.4006,1346.708,1928.5142,1640.0345,1681.9924,1852.6431,1673.9923,1691.6,1880.4023,2074.9136,2174.2683,1790.2678,1652.7853,1824.299,2117.2278,2186.111,1683.7946,1693.3428,1882.1075,2164.7954,1473.2147,351.93008,370.0589,369.96027,398.1213,268.13736,676.0052,358.86667,298.55936,376.80856,316.84918,343.74405,336.87805,302.58176,277.60196,303.44742,282.55136,319.42316,830.4102,229.24237,219.55385,440.4319,346.52002,240.19145,291.4022,249.93907,247.59077,363.69275,283.71805,327.82443,476.92654,301.9885,276.15952,293.1378,400.05222,347.10547,343.6615,411.81488,425.91107,371.07797,372.8327,374.1033,393.25275,346.60794,328.25183
Phường Phú Lương,1885.5032,2305.7524,2073.0984,1980.1024,1933.1211,2064.444,2042.3348,2404.376,1831.5188,1464.2548,2132.2275,1757.1548,1745.2345,1584.5625,1681.2644,2743.4182,1615.2037,1799.5764,2250.8784,1534.1702,1664.123,1605.3235,2386.8818,1526.5585,1589.5713,1412.7832,1706.1665,1492.6256,1565.1045,2622.4497,1751.9484,1783.1482,1699.2191,1936.9514,2185.6968,2019.2843,1640.7399,1878.4102,2014.3228,2226.8708,1674.6938,1858.1555,2074.6648,2168.415,1535.3322,399.35815,423.6427,394.316,493.69452,349.56494,878.8735,505.66464,319.01456,425.93982,353.7806,544.5061,422.57355,394.6775,352.79102,349.20743,351.65778,417.6367,584.806,280.50986,245.36337,518.3939,367.10663,248.34224,375.52896,291.67926,243.81125,364.98264,360.7461,290.4831,525.9839,281.6441,363.95895,301.93988,416.09753,516.12006,339.67642,398.69174,406.5582,385.69754,492.80392,516.5934,436.69568,395.48868,245.15454
Xã Tân Khánh,2026.3008,1933.1462,2150.016,1923.0148,2176.0261,1679.7174,1989.304,2480.685,2175.3423,1876.407,2467.9883,2334.88,2316.2126,1935.2452,1962.2776,2556.5889,2182.731,2174.287,2228.759,1735.3672,1794.4897,1990.1422,2258.3672,1697.6707,1799.4324,1758.9866,1744.8112,1759.2235,1675.353,2183.1147,1754.6656,2079.1433,1779.0859,1800.4691,2683.3396,1766.3435,2178.887,1735.4856,2322.1992,2210.5015,2067.8857,2094.6772,1657.6844,2117.075,1970.2059,444.30643,535.00635,439.02234,479.16528,383.1022,464.83514,634.6325,427.1061,410.99033,401.6307,576.275,540.65607,484.77832,423.7275,398.65753,456.0567,443.1529,643.373,342.03735,327.75128,469.98196,415.98267,272.84525,416.5165,340.81152,375.37994,349.13373,441.71924,340.27652,529.8954,379.50162,391.10718,330.98035,373.47855,486.22806,382.25018,619.4891,511.47095,395.7688,629.7117,600.6939,380.4992,494.23874,365.25708
Xã Phú Đình,2174.1814,2653.166,2622.0881,2286.997,2521.781,2181.5999,2021.6211,2565.9082,2306.398,2003.8427,2153.7417,2581.216,1976.3568,1989.4872,2110.4795,2403.6284,2311.6462,2348.9111,2404.3386,1711.2559,1942.536,2029.6698,2275.094,2042.6573,1854.7278,1589.1509,1888.6108,1894.0258,1699.763,2419.1094,1845.4227,2130.4841,1726.4417,1965.3121,2350.5596,2098.7305,2453.7542,1927.5846,2833.498,2284.039,2248.5137,2207.5706,2158.6543,2492.0894,2151.5227,400.89536,534.16895,454.13885,463.93192,362.1208,405.62527,559.4312,372.4007,378.35275,380.52225,557.5797,368.63855,356.2056,384.61725,281.43396,371.00845,395.65082,591.8823,270.8698,292.5234,424.158,351.3187,307.91653,401.85007,325.21683,304.8881,305.0459,321.8354,343.63223,406.39328,394.94125,366.26892,282.33255,381.16513,397.9073,350.22144,657.1615,458.44815,401.72086,460.15533,519.778,409.922,573.6647,311.45627
Xã Sơn Lương,2520.1006,2751.7039,3232.136,2760.539,2629.55,2237.6235,2701.987,2686.3687,2580.8274,2461.5352,2674.0425,2811.0022,2361.5703,2442.1492,2347.4795,3096.949,2717.6353,2734.23,2870.7153,2239.904,1971.9939,2146.8464,2368.8542,2486.795,2294.418,2056.3252,2472.5083,2202.016,2225.622,2564.441,2102.7634,2323.8926,2098.3098,2517.5173,2644.5813,2486.8914,2494.5586,2327.418,2878.2312,2856.8845,2406.2087,2991.5452,2620.0676,2653.8054,2353.9736,580.91345,851.4615,593.10223,746.6761,522.5707,633.09485,738.4449,561.2701,538.85724,551.1653,750.82806,585.33496,514.3556,557.4557,458.369,498.47815,528.583,885.1237,475.18872,461.09137,735.8842,514.68994,438.78058,558.8245,580.87744,455.99002,491.60675,563.79004,476.59235,525.0602,448.66824,499.28036,506.64673,655.24585,533.0824,593.26746,632.49243,674.4027,638.6476,625.2828,711.2387,534.8901,617.16534,515.41846
Xã Mường Sại,1802.0802,1793.4764,2416.5798,1983.3616,1825.616,1764.5078,1984.1759,1943.1228,1678.615,1788.0835,1632.1178,1866.5214,1899.082,1847.2849,1642.4581,2349.0618,2126.216,2082.779,1890.141,1521.0802,1718.7754,1707.0168,1812.2283,2118.5662,1404.7842,1676.9458,1897.6945,1286.5762,1659.0123,2364.925,1324.6699,1744.4395,1443.0292,1876.0068,2005.0881,1874.4525,2059.8562,1593.8431,2003.3132,1995.0503,1365.5203,1501.0808,1403.4432,1899.2957,1521.6285,351.8025,348.41193,411.2252,411.9656,388.40314,336.04712,500.35706,261.67874,395.25305,321.71313,335.96417,311.69516,247.83704,330.27704,240.47607,276.9922,391.1623,376.7842,245.16566,330.21024,332.48615,337.8837,260.98624,501.58118,345.5395,325.37082,299.25482,203.62642,387.8069,343.3155,315.68655,467.67685,342.43747,470.13992,419.96597,408.3169,381.32654,462.67322,369.9899,280.20523,302.16687,359.74426,476.23712,271.47055
Phường Đông Hải,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phường Minh Xuân,1936.0626,2327.3018,2412.1294,2117.189,1879.5797,2009.6508,2040.5164,2409.5864,1961.8033,1790.3168,2042.4032,2220.0837,1866.6962,1850.5801,1753.0048,2112.8696,1965.8938,1999.1027,1934.5195,1602.8313,1693.4646,1745.9642,2071.7383,1928.302,1660.8344,1484.2437,1603.7777,1835.3134,1568.2969,1953.2026,1485.1943,1900.3971,1703.3773,2154.5837,1921.0405,1864.2655,2286.5137,1733.441,2589.166,1930.9442,1786.616,1851.1532,1918.0707,2476.511,1744.2987,419.72208,631.42255,469.97824,504.58255,425.15768,409.5267,570.92773,327.70438,371.46088,419.06915,475.57196,345.31406,345.6701,348.7271,295.6343,379.93686,404.56543,553.844,362.2142,319.96225,399.79233,334.02615,270.25186,415.57776,380.49057,339.82657,305.92648,344.3277,403.90445,448.43613,472.71408,421.90002,363.54163,408.38815,403.90808,427.6302,736.4632,539.0925,442.99503,418.61304,510.34445,354.7054,702.57007,241.35216
Phường Vân Hà,1883.8945,2156.3657,2189.475,1710.783,1850.2928,1869.2408,1874.5166,2354.3264,2038.0005,1774.9307,2116.9446,2100.2192,1836.031,1798.0813,1866.1603,2251.448,1947.0687,1849.3324,2279.9666,1795.82,1551.3546,1682.6821,2100.2725,1755.86,1564.3024,1340.6625,1734.3235,1337.2301,1613.7971,2050.545,1586.0079,1822.1831,1847.8674,1780.7041,2029.0604,1802.6244,2294.048,2037.4327,2230.7913,2275.4893,1841.6982,1856.071,1599.7319,1905.7991,1591.8186,392.21793,426.13336,376.21362,378.77902,360.8837,507.80212,465.54584,331.83444,373.28357,384.68463,526.83374,439.35214,413.16577,358.70615,303.62253,383.76437,373.8928,728.22406,322.64487,262.70377,425.2876,370.87268,238.22305,382.3796,289.925,287.3288,353.5843,447.77863,302.71216,521.5738,285.90436,350.16162,270.23767,390.74332,405.57285,304.53333,577.5712,363.07608,398.64178,583.8052,521.4882,368.26334,406.3769,301.2599
Xã Nghĩa Thuận,1921.3843,1967.1193,2265.0444,2090.113,2246.9993,2006.3275,2175.1558,2415.4917,1704.9523,2050.701,1909.1796,2227.2402,2091.8323,1548.5154,1828.64,2383.6206,2025.0441,1923.375,2070.6714,1586.2953,1835.857,1681.5258,1791.1975,1937.6849,1795.4366,1646.941,1725.1091,1598.7234,1988.5798,2129.9067,1638.3131,1936.9424,1410.9614,2004.848,1875.0977,1877.8011,2012.0056,1649.5393,1951.8958,2043.8799,1727.4578,2225.0945,1865.5792,1900.8301,1773.3734,512.8633,623.49005,601.99414,493.67886,523.2126,524.88007,682.3598,419.15042,547.6393,470.57443,683.08844,635.0746,474.58264,476.51633,422.2088,557.9507,499.31827,742.255,411.73535,468.33685,525.9313,456.8227,455.00345,480.3032,482.26248,502.99075,417.0065,526.2749,422.957,517.60846,364.05356,476.4128,357.17685,456.1662,557.0424,478.4137,562.39813,557.8504,498.82883,631.70874,567.1829,598.663,520.9845,381.0322
Xã Cốc San,2236.845,2762.1516,3032.3403,2621.8562,2602.0059,2294.7314,2545.0503,2770.8357,2276.2998,2296.5188,2456.861,2814.9626,2415.435,2286.2983,1942.1198,2856.317,2227.6003,2378.247,2253.132,1784.9027,1733.0195,1917.7208,2125.4265,2345.5435,2061.4094,2115.842,1956.8707,1859.6501,1897.327,2305.5193,1849.9038,1957.1426,1907.2322,1990.858,2081.5696,2230.6104,1947.7211,2107.1643,2500.892,2470.3643,2014.0366,2539.6177,2061.4766,2283.2563,1543.3259,584.88666,902.25037,876.15295,824.4524,808.7887,559.1145,951.8175,591.51166,717.52905,685.6245,901.52106,693.3862,677.99335,578.60596,501.92828,546.9513,460.41815,728.7446,402.87946,364.70102,498.41687,534.5184,515.5897,665.6308,544.25146,441.66837,408.2669,385.23267,482.889,512.3029,354.5689,530.49713,444.7962,486.4229,523.6064,500.07135,517.1817,631.55896,566.8677,541.9488,601.30585,554.94196,750.161,383.05664
Xã Khánh Trung,1915.2388,2418.0771,2284.8616,2331.3271,1946.0724,1881.7542,2544.1113,1961.7438,1647.5404,1499.0748,2242.338,1935.4036,1404.7333,1769.405,1615.635,2958.3823,1844.6738,2372.9082,1915.129,1479.5168,1644.4573,1856.4492,2087.606,1532.0005,1620.9331,1517.3872,1867.0938,1504.729,1425.7191,1839.0118,1845.8182,1921.0966,2027.6631,2105.7888,2363.9385,1906.9158,1792.4454,1909.0946,2272.3215,2170.617,1637.1859,1816.8141,1968.021,2168.7886,1415.9261,368.5674,405.78802,420.81235,439.96606,290.0493,670.5402,399.7959,270.81595,381.73315,323.06714,324.1,329.74515,349.4306,278.17487,337.41232,310.09616,397.67877,656.35156,277.7483,214.45834,428.92212,367.50046,276.93927,302.80536,229.20193,309.35406,359.88412,307.68478,295.56433,562.5374,323.72324,286.53677,330.77692,459.9711,389.86877,419.24146,454.4863,442.89877,355.2627,371.49756,374.0544,400.69922,382.75787,338.46442
Xã Chiềng Sại,1641.0813,1754.6667,1879.0826,1932.2323,1855.1821,1457.3888,1828.1836,1669.206,1710.006,1486.3129,1556.5398,1847.1333,1358.4757,1622.3662,1479.6398,1937.7291,1639.3986,1784.7375,1609.5032,1198.0168,1588.3256,1478.2161,1540.8264,1860.854,1290.6038,1460.2664,1495.478,1566.8921,1654.1727,1882.6454,1290.2424,1548.9836,1427.8163,1744.6864,1791.8257,1677.7023,1606.4275,1486.8207,1924.1228,2198.877,1598.5466,1809.4208,1318.5266,1990.4851,1369.0183,368.83575,468.91037,366.81448,495.10992,349.87036,366.28793,489.23077,365.14883,365.9286,346.95667,484.27924,371.69678,293.84363,337.9134,298.86972,318.6842,323.9834,468.08994,239.34486,290.38492,399.72122,324.59705,297.96872,411.23587,386.36136,316.2776,294.6341,324.99533,409.56387,276.1489,342.33127,395.39926,340.49414,421.0664,359.88806,284.04785,414.49048,453.461,400.28738,376.87738,468.45142,342.24918,508.49747,269.548
Xã Hợp Thành,2039.3501,2401.0334,2388.8604,2174.4917,2499.0532,1976.6973,1963.6007,2514.1594,2156.2715,1933.1693,2132.5684,2336.9575,1954.8961,1906.7505,1997.4434,2269.5488,2290.9377,2336.055,2288.2163,1609.9382,1738.9495,1960.647,2202.8096,1757.636,1675.6626,1534.1504,1792.9648,1755.3867,1534.6895,2243.8022,1856.9412,2019.8966,1534.6619,1795.2896,2362.0122,1868.3414,2313.665,1825.6218,2550.6738,2075.2249,2200.574,1960.1079,1921.4962,2149.736,1969.8032,407.31522,512.9763,459.90985,487.29587,385.3386,440.22437,625.75287,399.6515,383.82373,390.79706,595.6649,359.4754,373.88327,424.962,315.99988,368.8433,409.6953,577.1415,305.31863,285.45233,424.26505,383.42813,304.05466,401.6476,306.69193,315.39645,312.8992,341.7675,349.3859,396.66736,365.5335,367.75027,277.31732,390.75357,420.6909,357.22714,668.9906,453.76834,382.43686,467.14618,516.97266,391.61035,511.83597,304.1116
Xã Minh Sơn,2179.4568,2106.2546,2710.8455,2280.0347,2471.1267,2081.6377,2352.8787,2473.8313,2122.9644,2292.098,2099.196,2497.8433,2092.4016,1769.7783,2217.3777,2370.837,2341.028,1956.7028,2151.2688,1895.2181,2131.6123,1837.7312,1944.5923,2389.6309,2044.5927,1702.3748,1903.8043,1983.6075,2335.8652,2466.8923,1819.2466,2340.9016,1740.7448,2395.849,2260.4573,1998.9984,2381.775,1751.2932,2511.186,2431.0476,2023.8268,2701.8525,1940.0281,2423.0293,2151.817,473.59348,662.0714,516.65955,462.0543,422.52237,498.2593,606.92847,352.54965,479.05753,381.66724,690.4164,517.5446,386.95184,472.81448,356.6882,494.72806,450.88956,660.56683,358.2127,420.90298,448.46506,404.04047,463.26733,462.026,375.59604,386.95377,332.2021,706.8897,339.75803,457.81302,320.65717,471.17368,295.97495,457.07944,452.9624,435.24216,505.5949,641.9889,443.26083,662.0238,617.44495,468.29965,554.5189,469.80112
Xã Chiêm Hóa,1992.3333,2169.7861,2691.2212,2189.1248,2165.8462,2050.295,1908.7451,2244.7,1860.9115,1897.0194,2021.8903,2555.7837,1882.3251,1945.8911,1933.8643,2443.5503,1926.4366,2140.0574,2010.4004,1694.5834,1767.695,1768.3964,1885.6271,2332.4055,1611.5319,1706.3943,1760.3911,2166.4631,1764.4316,2199.305,1674.1998,1840.5364,1730.5516,2100.9878,2018.9736,1965.6022,1898.7792,1831.9872,2446.85,2045.5001,2044.0387,1774.3405,1652.5612,2104.9941,1837.6805,462.2472,819.3665,543.5605,470.2957,458.34198,442.62643,638.23706,333.60574,414.4054,480.70892,658.8061,459.8402,374.397,470.52057,391.66846,399.4913,435.08347,591.473,426.11438,398.9092,421.05872,367.8226,376.0519,420.2644,405.53925,500.04022,306.92175,475.49823,414.79016,408.3469,383.62573,484.98898,323.60956,448.58258,445.07953,437.74704,525.00244,636.33276,524.04486,578.55634,511.8198,380.2453,514.35626,378.85123
Xã Chiềng Mai,1504.6757,1713.1779,1930.4288,1777.6875,1692.8748,1385.9818,1699.7386,1429.2203,1419.344,1459.9502,1447.2449,1568.6725,1422.3186,1449.9287,1535.3302,1786.7314,1625.029,1638.864,1590.4725,1156.7894,1323.7808,1450.7233,1165.8663,1650.818,1198.0175,1322.3512,1271.2515,1242.1603,1381.9109,1961.4056,1217.3323,1330.8695,1206.6973,1629.1669,1508.8413,1479.9773,1635.5422,1684.4485,1868.8828,1904.0098,1342.8777,1542.2595,1166.485,1589.4143,1400.8662,360.44632,396.29333,393.5171,415.8234,380.85242,374.42468,424.4012,304.81024,394.77017,352.68698,389.8789,383.4973,281.4299,360.31842,303.45706,285.09723,454.5614,445.96017,265.39194,254.50932,333.1288,291.67303,282.76752,493.16776,374.87094,244.15796,325.16156,290.69977,343.6482,335.75842,332.51993,410.36615,340.13336,333.72052,317.5799,397.53732,484.18176,525.3993,404.74033,366.7059,417.3896,317.44318,426.05392,248.70389
Xã Như Quỳnh,1891.1902,2295.9734,2291.7227,1978.3564,1826.3346,1949.3452,2014.9564,2349.2222,1873.0415,1613.569,2071.5132,1960.5817,1636.8569,1746.1093,1742.1385,2520.703,1661.146,1863.8391,2200.9011,1570.271,1574.4016,1652.9144,2213.3657,1681.975,1634.2405,1472.0911,1695.0414,1401.3998,1701.946,2097.2812,1742.5825,1615.1742,1835.3458,1988.7985,2056.5964,1863.407,2069.8132,2029.622,2175.6995,2218.3174,1799.1719,1860.8265,1936.7632,2176.1277,1552.8674,382.89697,450.19138,382.629,429.4588,321.86752,678.6385,448.82422,306.77563,397.92215,346.62213,506.06116,397.94116,378.4066,323.81308,319.84464,333.08502,391.29102,687.3313,282.72543,233.50703,471.4346,329.7448,260.1802,368.9658,268.7501,256.70248,359.74887,408.23486,290.35382,485.43253,270.47958,344.77753,288.57034,372.9467,442.33676,298.17108,480.6142,373.68622,355.61856,508.84512,505.4999,400.71863,412.13287,293.68967
